sno,uni_fk,aqi,co,no2,so2,nh3,latitude,longitude,currency,geohash,drive_in,speed_in,timezone,what3words,city,state,address
888,6263,0,NULL,NULL,NULL,NULL,52.0852,5.17411,EUR,u178m9zdj3vr7ssmbdtq,right,km/h,CET,sketch.property.gross,Utrecht,Utrecht,"UU4U, Leuvenplein, 3584 LA Utrecht, Netherlands"
889,6264,0,NULL,NULL,NULL,NULL,46.951,7.43868,CHF,u0m7170tjzsut493brkm,right,km/h,CET,grinning.grants.shift,Bern,Bern,"University of Bern, Kleine Westtangente, 3012 Bern, Switzerland"
890,6266,0,NULL,NULL,NULL,NULL,57.6897,11.9765,SEK,u6280w151k5s85xqud18,right,km/h,CET,lungs.congas.embers,Gothenburg,,"Chalmers University of Technology, Kjellbergsgatan, 411 32 Gothenburg, Sweden"
891,6267,0,NULL,NULL,NULL,NULL,51.9854,5.66322,EUR,u1hp8zev4mrdpzqx21sk,right,km/h,CET,releases.tables.into,,Gelderland,"Wageningen University & Research, Droevendaalsesteeg, 6708 PB Wageningen, Netherlands"
892,6268,0,NULL,NULL,NULL,NULL,51.521,-0.1253,GBP,gcpvj5hg86981w17hkvg,left,mph,GMT,vote.probe.critic,,England,"University of London, Camden, London, United Kingdom"
893,6269,0,NULL,NULL,NULL,NULL,-30,-71,CLP,66tt26emk4dv748tqf8j,right,km/h,-03,then.jovially.globe,,,Chile
894,6270,0,NULL,NULL,NULL,NULL,54.0098,-2.78757,GBP,gcw5284jsgg1gz9hqc23,left,mph,GMT,winemaker.washed.unwell,Lancaster,England,"Lancaster University, Physics Avenue, Bailrigg, LA1 4YB, United Kingdom"
895,6271,0,NULL,NULL,NULL,NULL,34.0219,-118.286,USD,9q5cs36zgd8xj3y5rpem,right,mph,PST,nests.locals.dreams,"Los Angeles",California,"University of Southern California, Figueroa Street, Los Angeles, CA 90007, United States of America"
896,6272,0,NULL,NULL,NULL,NULL,52.5244,13.4105,EUR,u33dc1v0xupzmu5h2bew,right,km/h,CET,lentil.unusually.textiles,,Berlin,"Berlin, Germany"
897,6273,0,NULL,NULL,NULL,NULL,51.0079,3.71088,EUR,u14dhmwnvf93yvd8b4y5,right,km/h,CET,define.bombard.shock,Ghent,"East Flanders","Ghent University Department of Textiles, Technologiepark-Zwijnaarde 70A, 9052 Ghent, Belgium"
898,6274,0,NULL,NULL,NULL,NULL,43.079,141.338,JPY,xpst04qcrv1dvh02e3kd,left,km/h,JST,circles.proper.spaces,Sapporo,"Hokkaido Prefecture","Hokkaido University, Tekkodanchi dori, Chuo, Sapporo, Hokkaido Prefecture 060-0808, Japan"
899,6275,0,NULL,NULL,NULL,NULL,32.9474,130.554,JPY,wvug6vfhrryhe2zued2d,left,km/h,JST,tech.digs.monitors,Tamana,"Kumamoto Prefecture","Kyushu University of Nursing and Social Welfare, Tamana Bypass, 立願寺, Tamana, Kumamoto Prefecture 865-0005, Japan"
900,6276,0,NULL,NULL,NULL,NULL,60.1861,24.8285,EUR,ud9wkux936b195x5khtf,right,km/h,EET,remark.recoup.glorious,Espoo,,"Aalto University, Otakaari 24, 02150 Espoo, Finland"
901,6277,0,NULL,NULL,NULL,NULL,34.4208,-119.698,USD,9q4gu4n7y5b8b6q0uc5f,right,mph,PST,cheeses.secure.groom,,California,"Santa Barbara, California, United States of America"
902,6278,0,NULL,NULL,NULL,NULL,48.099,11.5823,EUR,u281xs1uzzw032qv1z5u,right,km/h,CET,tinkle.pounce.goals,Munich,Bavaria,"University of Maryland, 81547 Munich, Germany"
903,6280,0,NULL,NULL,NULL,NULL,50.7766,6.08342,EUR,u1h2f7tg3gwxz68w2je8,right,km/h,CET,fooling.snooze.rockets,,"North Rhine-Westphalia","Aachen, North Rhine-Westphalia, Germany"
904,6282,0,NULL,NULL,NULL,NULL,43.2639,-79.9178,CAD,dpxnj7vwewykvt9v6rcq,right,km/h,EST,dripped.rafters.watched,Hamilton,Ontario,"McMaster University, Main Street West, Hamilton, ON L8S 1C2, Canada"
905,6283,0,NULL,NULL,NULL,NULL,40.4442,-79.9625,USD,dppnh6th78e9fb9uvgdp,right,mph,EST,follow.actor.cooks,Pittsburgh,Pennsylvania,"University of Pittsburgh, 4200 Fifth Avenue, Pittsburgh, PA 15260, United States of America"
906,6284,0,NULL,NULL,NULL,NULL,-33.8679,151.207,AUD,r3gx2f9c3zjtqesxdy9b,left,km/h,AEDT,verge.even.horses,,"New South Wales","Sydney, Australia"
907,6285,0,NULL,NULL,NULL,NULL,42.7192,-84.4779,USD,dpegj8v13ube8wjnw531,right,mph,EST,sage.remain.jacket,,Michigan,"Michigan State University, 426 Auditorium Road, East Lansing, MI 48824, United States of America"
908,6286,0,NULL,NULL,NULL,NULL,56.1671,10.2026,DKK,u1zr80vm40x1sdnttszc,right,km/h,CET,crisper.capacity.rides,Aarhus,"Central Denmark Region","Aarhus University, Martin Vahls Vej, 8000 Aarhus C, Denmark"
909,6287,0,NULL,NULL,NULL,NULL,54.9802,-1.61468,GBP,gcybg2b4xprpj7uvq9f0,left,mph,GMT,alive.fonts.smooth,"Newcastle upon Tyne",England,"Newcastle University, Claremont Road, Newcastle upon Tyne, NE1 7RU, United Kingdom"
910,6288,0,NULL,NULL,NULL,NULL,52.5244,13.4105,EUR,u33dc1v0xupzmu5h2bew,right,km/h,CET,lentil.unusually.textiles,,Berlin,"Berlin, Germany"
911,6289,0,NULL,NULL,NULL,NULL,53.9454,-1.03146,GBP,gcx6bs2ytm85wsf6nrvj,left,mph,GMT,major.hush.tried,,England,"University of York, Ox Close Lane, Heslington, YO10 5DD, United Kingdom"
912,6290,0,NULL,NULL,NULL,NULL,45.0481,9.70172,EUR,u0nbkbb86rqj6tphb96v,right,km/h,CET,then.melt.internet,Piacenza,Emilia-Romagna,"Politecnico di Milano, Via Gianbattista Scalabrini, 29122 Piacenza PC, Italy"
913,6291,0,NULL,NULL,NULL,NULL,37.5557,127.044,KRW,wydmduy3gyyn3jbe9pe0,right,km/h,KST,adopts.munched.blossom,Seoul,,"Hanyang Univ., 206 Wangsimni-ro, Sageun-dong, Seoul, 04763, South Korea"
914,6292,0,NULL,NULL,NULL,NULL,47.5613,7.5753,CHF,u0mqs6k0mnqjmw702gcs,right,km/h,CET,pulp.tester.pipes,Basel,Basel-City,"Faculty of Psychology, University of Basel, Missionsstrasse 60-62, 4055 Basel, Switzerland"
915,6293,0,NULL,NULL,NULL,NULL,19.1274,72.9164,INR,te7ug6015p9j5826jwct,left,km/h,IST,cunning.puppy.cools,,Mahārāshtra,"IITB, Mumbai Suburban, India"
916,6294,0,NULL,NULL,NULL,NULL,46.5226,6.58095,CHF,u0k8tv0je782g753k0q7,right,km/h,CET,send.mainframe.expose,,Vaud,"University of Lausanne, Chemin de la Roselière, 1025 Saint-Sulpice, Switzerland"
917,6295,0,NULL,NULL,NULL,NULL,51.4894,-3.18086,GBP,gcjszt7g2xfxegug5ncm,left,mph,GMT,combining.foods.drives,Cardiff,Wales,"Cardiff University, Senghennydd Road, Cardiff, United Kingdom"
918,6296,0,NULL,NULL,NULL,NULL,48.2085,16.3721,EUR,u2edk81fc1gsm7ecpup4,right,km/h,CET,cloak.magnum.hedge,,Vienna,"Vienna, Austria"
919,6297,0,NULL,NULL,NULL,NULL,33.7916,-84.3184,USD,dnh01r94pt22qpbn8cv1,right,mph,EST,coiling.famines.shaves,Atlanta,Georgia,"Emory University, 201 Dowman Drive, Atlanta, GA 30322, United States of America"
920,6298,0,NULL,NULL,NULL,NULL,44.9778,-93.2333,USD,9zvxy7vwey1r1rr4jqrv,right,mph,CST,whites.blaze.buzz,Minneapolis,Minnesota,"Bell Museum of Natural History, 10 Southeast Church Street, Minneapolis, MN 55455, United States of America"
921,6299,0,NULL,NULL,NULL,NULL,25.6751,-100.318,MXN,9u8dj4n245zn796wnxwg,right,km/h,CST,victor.began.defend,,"Nuevo León","Monterrey, Mexico"
922,6300,0,NULL,NULL,NULL,NULL,2.99344,101.715,MYR,w28348fw4f7yz9refw0v,left,km/h,+08,censorship.earwigs.archives,Sepang,Selangor,"University Putra Malaysia, Persiaran MARDI - UPM, 62502 Sepang, Selangor, Malaysia"
923,6301,0,NULL,NULL,NULL,NULL,45.7485,4.84671,EUR,u05kq2320e0cv1zsm8p9,right,km/h,CET,savers.fixtures.bubble,,Rhône-Alpes,"Lyon, Rhône, France"
924,6302,0,NULL,NULL,NULL,NULL,2.92408,101.781,MYR,w282sh6f425t8w3c2hy6,left,km/h,+08,identities.corners.linear,"Kajang Municipal Council",Selangor,"National University of Malaysia, Persiaran Universiti, Hulu Langat, 43600 Kajang Municipal Council, Selangor, Malaysia"
925,6303,0,NULL,NULL,NULL,NULL,31.7919,35.2447,ILS,sv9hf582vx6m04232zp2,right,km/h,IST,workouts.assurance.crest,Jerusalem,"Jerusalem District","Hebrew University of Jerusalem, Reagan Plaza, Jerusalem, Israel"
926,6304,0,NULL,NULL,NULL,NULL,40.8981,-74.0307,USD,dr72emk2x1m6gg1kwbdt,right,mph,EST,chose.common.steer,,"New Jersey","Fairleigh Dickinson University, Northumberland Road, Teaneck Township, NJ 07666, United States of America"
927,6305,0,NULL,NULL,NULL,NULL,50.7369,-3.53648,GBP,gcj2xs2u417cdsuf5qyr,left,mph,GMT,walks.opera.ducks,Exeter,England,"University of Exeter, Albion Place, Exeter, EX4 6LH, United Kingdom"
928,6306,0,NULL,NULL,NULL,NULL,41.6667,2,EUR,sp3mj90mgqk04c5108yy,right,km/h,CET,pots.domains.suckled,,Catalonia,"Catalonia, Spain"
929,6307,0,NULL,NULL,NULL,NULL,5.35745,100.304,MYR,w0zq6rqc3s81ku5mubpv,left,km/h,+08,resetting.dangling.patisserie,,Penang,"University of Science, Malaysia, Jalan Universiti, Sungai Dua, 11700, Penang, Malaysia"
930,6308,0,NULL,NULL,NULL,NULL,41.5014,-81.6007,USD,dpmup5h5jg62hzt2hw6j,right,mph,EST,mime.mats.cure,Cleveland,Ohio,"Case Western Reserve University, 10900 Euclid Avenue, Cleveland, OH 44106, United States of America"
931,6309,0,NULL,NULL,NULL,NULL,50.8796,4.70093,EUR,u1536yr55e52wbnme8fx,right,km/h,CET,drilled.opposite.makes,,Flanders,"Leuven, Vlaams-Brabant, Belgium"
932,6310,0,NULL,NULL,NULL,NULL,29.6329,-82.349,USD,djm2w4e20bvjj89kmhb7,right,mph,EST,measures.shopping.arrow,Gainesville,Florida,"University of Florida, Fletcher Drive, Gainesville, FL 32611, United States of America"
933,6312,0,NULL,NULL,NULL,NULL,47.9959,7.85222,EUR,u0t949mu3upxe5xk9pz6,right,km/h,CET,partied.stormed.hurray,,Baden-Württemberg,"Freiburg, Baden-Württemberg, Germany"
934,6313,0,NULL,NULL,NULL,NULL,43.1577,-77.5883,USD,dr8vd2tgvcb9fwp1tjtp,right,mph,EST,handy.tribe.snail,Rochester,"New York","Memorial Art Gallery, 500 University Avenue, Rochester, NY 14607, United States of America"
935,6314,0,NULL,NULL,NULL,NULL,51.3766,-2.32342,GBP,gcnk70u4k3djz708ef1t,left,mph,GMT,daisy.feeds.congratulations,Bath,England,"University of Bath, Eastwood Upper Walk, Bath, BA2 7JX, United Kingdom"
936,6315,0,NULL,NULL,NULL,NULL,24.7917,120.992,TWD,wsqj11py6b0x2zj39p8v,right,km/h,CST,buzzing.dots.inflame,Hsinchu,"Taiwan Province","National Tsing Hua University, 101 Baoshan Road, Xiangong Village, Hsinchu 30013, Taiwan"
937,6316,0,NULL,NULL,NULL,NULL,54.5848,-5.93657,GBP,gcey8bv55zx898jjr9dj,left,mph,GMT,frames.preoccupied.career,Belfast,"Northern Ireland","Queen's University, University Road, Linen Quarter, Belfast, BT7 1NH, United Kingdom"
938,6317,0,NULL,NULL,NULL,NULL,43.4702,-80.5452,CAD,dpwxr1s8rb3zfyyfkwqw,right,km/h,EST,presume.serious.composed,Wilmot,Ontario,"University of Waterloo, Wilmot, ON, Canada"
939,6318,0,NULL,NULL,NULL,NULL,-45.865,170.515,NZD,pzc704scns0jqzy894dd,left,km/h,NZDT,exulted.online.panning,Dunedin,Otago,"University of Otago, Anzac Avenue, North Dunedin, Dunedin 9016, New Zealand"
940,6319,0,NULL,NULL,NULL,NULL,43.7206,10.4026,EUR,spz2sxngp0jb7b4ehy59,right,km/h,CET,listed.releases.helping,Pisa,Tuscany,"Scuola Superiore Sant'Anna, Via Giosuè Carducci, 56127 Pisa PI, Italy"
941,6320,0,NULL,NULL,NULL,NULL,44.4938,11.3387,EUR,srbj45behp2g13pdcbhw,right,km/h,CET,briefing.allergy.care,,Emilia-Romagna,"Bologna, Provincia di Bologna, Italy"
942,6321,0,NULL,NULL,NULL,NULL,51.0509,13.7383,EUR,u31f2tebyp9ugcug3980,right,km/h,CET,stack.boomers.lemmings,,Saxony,"Dresden, Saxony, Germany"
943,6322,0,NULL,NULL,NULL,NULL,53.4072,-2.96583,GBP,gcmzud2repdjh64z82q3,left,mph,GMT,dice.overnight.comical,Liverpool,England,"University of Liverpool, Brownlow Hill, Liverpool, L3 5UH, United Kingdom"
944,6323,0,NULL,NULL,NULL,NULL,28.6538,77.229,INR,ttngj2k2t3mfd88wmqvr,left,km/h,IST,developer.confirms.different,,"National Capital Territory of Delhi","Delhi, North Delhi, India"
945,6324,0,NULL,NULL,NULL,NULL,51.9229,4.4875,EUR,u15pqh78wk3mwxkhbbrg,right,km/h,CET,belly.dignity.paint,Rotterdam,"South Holland","Erasmus University College, Nieuwemarkt 1A, 3011 HP Rotterdam, Netherlands"
946,6325,0,NULL,NULL,NULL,NULL,12.9719,77.5937,INR,tdr1v9qp00bu0wqrhtf9,left,km/h,IST,initial.skyrocket.putty,,Karnātaka,"Bangalore, Bangalore Urban, India"
947,6326,0,NULL,NULL,NULL,NULL,53.3076,-6.21981,EUR,gc7x62qg7bvs2d4k85cu,left,km/h,GMT,short.become.really,,Leinster,"University College Dublin, Leinster, Ireland"
948,6327,0,NULL,NULL,NULL,NULL,21.4891,39.2477,SAR,sggfjpgr673pjubj41n9,right,km/h,+03,talking.list.cuter,Jeddah,"Makkah Region","KING Abdul Aziz University, 55 Abdulla Sulaiman st. شارع عبدالله سليمان, Quwayzah, Jeddah 21589, Saudi Arabia"
949,6328,0,NULL,NULL,NULL,NULL,52.2234,6.88542,EUR,u1kchdvz3bz9h43yz8q1,right,km/h,CET,clouds.dean.driver,Enschede,Overijssel,"ITC - Faculty of Geo-Information Science and Earth Observation, Hengelosestraat 99, Enschede, Netherlands"
950,6329,0,NULL,NULL,NULL,NULL,41.6667,2,EUR,sp3mj90mgqk04c5108yy,right,km/h,CET,pots.domains.suckled,,Catalonia,"Catalonia, Spain"
951,6330,0,NULL,NULL,NULL,NULL,30.6109,-96.3521,USD,9v7qpkw94q0r4p8nwdd0,right,mph,CST,umpires.faded.copying,"College Station",Texas,"Texas A&M University, 400 Bizzell Street, College Station, TX 77843, United States of America"
952,6331,0,NULL,NULL,NULL,NULL,-33.4439,-70.651,CLP,66jc8r9qzvzpk5wwz7q8,right,km/h,-03,pitch.talent.curious,Santiago,"Santiago Metropolitan Region","Universidad de Chile, Paseo Nueva York, 833 0130 Santiago, Chile"
953,6332,0,NULL,NULL,NULL,NULL,59.3633,18.0588,SEK,u6scdyy02rkyr63h4ux6,right,km/h,CET,dubbing.mount.title,Stockholm,,"Stockholm University, Svante Arrhenius väg, 114 17 Stockholm, Sweden"
954,6333,0,NULL,NULL,NULL,NULL,48.2085,16.3721,EUR,u2edk81fc1gsm7ecpup4,right,km/h,CET,cloak.magnum.hedge,,Vienna,"Vienna, Austria"
955,6334,0,NULL,NULL,NULL,NULL,40.4022,-3.71029,EUR,ezjmge40pvr2bjvxdpwk,right,km/h,CET,disposal.bonus.folk,,Madrid,"Madrid, Spain"
956,6335,0,NULL,NULL,NULL,NULL,57.1645,-2.10184,GBP,gfnt0nmrrxv0xh4ewrgc,left,mph,GMT,milky.ramp.daily,Aberdeen,Scotland,"University of Aberdeen, King Street, Aberdeen, AB24 5SU, United Kingdom"
957,6336,0,NULL,NULL,NULL,NULL,50.8226,4.39553,EUR,u151h5bwzqdmqhnk629q,right,km/h,CET,smoker.member.spoiler,,,"Vrije Universiteit Brussel — Campus Etterbeek, Boulevard de la Plaine - Pleinlaan 2, 1050 Ixelles - Elsene, Belgium"
958,6338,0,NULL,NULL,NULL,NULL,-33.9568,18.4676,ZAR,k3vnu4retcbj24h9qmjw,left,km/h,SAST,signing.greased.salesclerk,"Cape Town","Western Cape","University of Cape Town, Rhodes Drive, Rondebosch, Cape Town, South Africa"
959,6339,0,NULL,NULL,NULL,NULL,38.0411,-78.5055,USD,dqb0mt4j1r0ewsrf64j1,right,mph,EST,oven.cans.assume,,Virginia,"University of Virginia, Park Plaza, Charlottesville, VA 22902, United States of America"
960,6340,0,NULL,NULL,NULL,NULL,35.5521,139.65,JPY,xn763b19zhufnf8hkxn3,left,km/h,JST,iceberg.assures.round,Yokohama,"Kanagawa Prefecture","Keio University, Tsunashima kaido, Kohoku Ward, Yokohama, Kanagawa Prefecture 231-0017, Japan"
962,6342,0,NULL,NULL,NULL,NULL,36.1438,-86.8028,USD,dn6m8gb0gsz52z1rshf5,right,mph,CST,cakes.gaps.linen,Nashville,Tennessee,"Vanderbilt University, 2201 West End Avenue, Nashville, TN 37235, United States of America"
963,6343,0,NULL,NULL,NULL,NULL,35.7092,139.72,JPY,xn775ksv13x62tfjmzeq,left,km/h,JST,measures.snaps.enormous,Shinjuku,,"Waseda University Waseda Campus, 1 Shin-Mejiro dori Ave., Nishi-Waseda 1-chome, Shinjuku, 169-8050, Japan"
964,6344,0,NULL,NULL,NULL,NULL,41.8919,12.5113,EUR,sr2ykdnqpjgb60ernwz3,right,km/h,CET,manager.tempting.wedge,,Latium,"Rome, Italy"
965,6345,0,NULL,NULL,NULL,NULL,43.7197,10.4004,EUR,spz2swvme8uwrc9qtqh5,right,km/h,CET,rigid.nitrogen.worm,Pisa,Tuscany,"Scuola Normale Superiore, Piazza dei Cavalieri, 7, 56126 Pisa PI, Italy"
966,6346,0,NULL,NULL,NULL,NULL,51.4412,-0.945385,GBP,gcpkdkxdfbmt98yjqmy6,left,mph,GMT,zeal.drop.zeal,,England,"The Ure Museum of Greek Archaeology, Queen's Drive, Reading, RG6 6DN, United Kingdom"
967,6347,0,NULL,NULL,NULL,NULL,40.0069,-105.273,USD,9xj5s7n8yw8gbzdbyc35,right,mph,MST,woof.barks.dates,Boulder,Colorado,"Museum of Natural History - Henderson Building, 1030 Broadway, Boulder, CO 80802, United States of America"
968,6348,0,NULL,NULL,NULL,NULL,34.3659,-89.5254,USD,dn07db1s5gt1pwcq3cq3,right,mph,CST,snooze.rate.drank,,Mississippi,"University, Lafayette County, Mississippi, United States of America"
969,6349,0,NULL,NULL,NULL,NULL,43.7053,-72.2905,USD,dru8dur9ssr4ykyqhs1x,right,mph,EST,compose.devours.rewards,,"New Hampshire","Dartmouth College, Cemetery Lane, Hanover, NH 03755, United States of America"
970,6350,0,NULL,NULL,NULL,NULL,-32.887,151.71,AUD,r65uujpg05dkxv3u3k9d,left,km/h,AEDT,mess.printer.deluded,Newcastle,"New South Wales","Warabrook, Eucalyptus Circuit, Warabrook NSW 2304, Australia"
971,6351,0,NULL,NULL,NULL,NULL,41.7046,-86.2382,USD,dp6tm854xyfkbv7fybmg,right,mph,EST,bind.dice.brief,,Indiana,"University of Notre Dame du Lac, White Oak Drive, Notre Dame, IN 46556, United States of America"
972,6352,0,NULL,NULL,NULL,NULL,32.7139,-117.037,USD,9muf0g2hd2svngf72kwn,right,mph,PST,vase.back.sofa,"San Diego",California,"Western University, Easthill Drive, Jamacha, San Diego, CA 91945, United States of America"
973,6353,0,NULL,NULL,NULL,NULL,40.4022,-3.71029,EUR,ezjmge40pvr2bjvxdpwk,right,km/h,CET,disposal.bonus.folk,,Madrid,"Madrid, Spain"
974,6354,0,NULL,NULL,NULL,NULL,-34.4051,150.878,AUD,r3gk32f202c6431gcd1h,left,km/h,AEDT,wizard.ordinary.ready,"Wollongong City Council","New South Wales","University of Wollongong, SMART Lane, Keiraville NSW 2500, Australia"
975,6355,0,NULL,NULL,NULL,NULL,-22.8227,-47.0642,BRL,6gyw1j0zuxuqnsw6kc4d,right,km/h,BRT,magazine.talker.taker,Campinas,"São Paulo","Universidade Estadual de Campinas, Avenida Alan Turing, Barão Geraldo, Campinas - SP, 13083-886, Brazil"
976,6356,0,NULL,NULL,NULL,NULL,33.4215,-111.933,USD,9tbqhuhy2r1re2mgu1ey,right,mph,MST,ranged.chart.begin,Tempe,Arizona,"Arizona State University, 1151 South Forest Avenue, Tempe, AZ 85281, United States of America"
977,6357,0,NULL,NULL,NULL,NULL,-36.8482,174.768,NZD,rckq2gvzrvujd3zk314y,left,km/h,NZDT,rocket.salon.butter,Auckland,Auckland,"Victoria University of Wellington, Chancery Square, Auckland Central, Auckland, New Zealand"
978,6358,0,NULL,NULL,NULL,NULL,51.8215,5.8634,EUR,u1hnv3vd5nyrrtnztemz,right,km/h,CET,asset.hampers.shuts,Nijmegen,Gelderland,"Radboud University, Heyendaalseweg, 6525 EE Nijmegen, Netherlands"
979,6359,0,NULL,NULL,NULL,NULL,1.55852,103.64,MYR,w238y7sr118gk731p23w,left,km/h,+08,informs.sprain.notion,"Iskandar Puteri",Johor,"University of Technology, Malaysia, Jalan Iman, Kulai, 81310 Iskandar Puteri, Johor, Malaysia"
980,6360,0,NULL,NULL,NULL,NULL,32.1037,34.8046,ILS,sv8wxurcwhwk1hv60hb0,right,km/h,IST,steeped.report.prime,"Tel Aviv","Tel Aviv District","Tel Aviv University, Ayalon South, Tel Aviv, Israel"
981,6361,0,NULL,NULL,NULL,NULL,33.6485,-117.842,USD,9mupqmw0vqcsxuy8q1pu,right,mph,PST,oranges.anchovies.quaint,Irvine,California,"The Hill, 210 UCI Student Center, Irvine, CA 92612, United States of America"
982,6362,0,NULL,NULL,NULL,NULL,52.334,4.8652,EUR,u173wxnerm9kym49cjrk,right,km/h,CET,skews.terminology.readily,Amsterdam,"North Holland","Vrije Universiteit Amsterdam, De Boelelaan 1105, 1081 HV Amsterdam, Netherlands"
983,6363,0,NULL,NULL,NULL,NULL,52.7627,-1.23964,GBP,gcrh5v1kfmunb45kkdx6,left,mph,GMT,leaves.stand.bugs,Charnwood,England,"Loughborough University, University Road, Nanpantan, LE11 3TW, United Kingdom"
984,6364,0,NULL,NULL,NULL,NULL,51.1844,4.41994,EUR,u155htfd8j11j4dd78up,right,km/h,CET,clots.showcase.slide,Antwerp,Antwerp,"Campus Middelheim Universiteit Antwerpen, Lindendreef, 2020 Antwerp, Belgium"
985,6365,0,NULL,NULL,NULL,NULL,-27.4766,153.029,AUD,r7hgdq01qgzxrqhenz4z,left,km/h,AEST,woes.hoping.image,"Brisbane City",Queensland,"QUT Art Museum, 2 George Street, Brisbane City QLD 4000, Australia"
986,6366,0,NULL,NULL,NULL,NULL,48.7131,2.19969,EUR,u09t45cy2qh08tchkfz9,right,km/h,CET,generals.crunch.snapped,,Ile-de-France,"Télécom Paris, Place Marguerite Perey, 91120 Palaiseau, France"
987,6367,0,NULL,NULL,NULL,NULL,22.9992,120.216,TWD,wsj6zdfu18n1bs63pugp,right,km/h,CST,trainers.twirls.occupy,Tainan,,"National Cheng Kung University, 1 Dasyue Road, Eastern District, Tainan 70101, Taiwan"
988,6368,0,NULL,NULL,NULL,NULL,38.9089,-77.0746,USD,dqcjq5hhbpgzr6tw7rjg,right,mph,EST,tens.sample.pizza,Washington,"District of Columbia","Georgetown University, 3700 O Street Northwest, Washington, DC 20057, United States of America"
989,6369,0,NULL,NULL,NULL,NULL,24.749,121.759,TWD,wsqsf9qjdg021t466y2s,right,km/h,CST,reapply.prepares.effort,,"Taiwan Province","National Yang Ming Chiao Tung University Hospital, 169 校舍路, Dongcun Village, Yilan City 26058, Taiwan"
990,6370,0,NULL,NULL,NULL,NULL,53.5753,10.0153,EUR,u1x0gchfy7db2fk5h8j2,right,km/h,CET,outsize.gladiators.caravan,,Hamburg,"Hamburg, Germany"
991,6371,0,NULL,NULL,NULL,NULL,-43.5241,172.58,NZD,rb68rhtjueu1nfkcyum9,left,km/h,NZDT,wide.vital.cuts,Christchurch,Canterbury,"University of Canterbury, Hamilton Avenue, Fendalton, Christchurch 8041, New Zealand"
992,6372,0,NULL,NULL,NULL,NULL,-32.0057,115.893,AUD,qd63vjw953r4cwpmhb30,left,km/h,AWST,corn.wisely.sugar,,"Western Australia","Curtin University, Rivervale WA 6103, Australia"
993,6373,0,NULL,NULL,NULL,NULL,54.8461,83.0942,RUB,vcg04b7mgs3szd45rb08,right,km/h,+07,sidewalks.drama.coverings,Novosibirsk,"Novosibirsk Oblast","Novosibirsk State University, Tereshkova St, Higher zone, Novosibirsk, Novosibirsk Oblast, Russia, 630090"
994,6374,0,NULL,NULL,NULL,NULL,41.8645,-87.6506,USD,dp3wjmny27n7vsxe8x67,right,mph,CST,with.dozed.guilty,Chicago,Illinois,"UIC Police Department, 943 West Maxwell Street, Chicago, IL 60608, United States of America"
995,6375,0,NULL,NULL,NULL,NULL,51.0742,-114.146,CAD,c3nfd9c0yz1f24d7uqgm,right,km/h,MST,lists.thirsty.maple,Calgary,Alberta,"University of Calgary, University Drive NW, Calgary, AB T2N 3Y7, Canada"
996,6376,0,NULL,NULL,NULL,NULL,59.9407,30.2965,RUB,udtscrv5z2by7ps51eg0,right,km/h,MSK,merchant.silent.quibble,"Saint Petersburg","Saint Petersburg","St. Petersburg State University, University Embankment, округ № 7, Saint Petersburg, Russia, 199034"
997,6377,0,NULL,NULL,NULL,NULL,4.60142,-74.0649,COP,d2g64tet4qgjd9dq87s6,right,km/h,-05,stone.limbs.remains,Bogota,,"Universidad de los Andes, Avenida Carrera 5 Este, UPZ La Candelaria, Bogota, Colombia"
